hospital_id,official_name_zh,filing_number,filing_status,identity_confirmation_status,english_name,english_review_status,approved_alias_count,pending_aliases_json,all_identity_fields_reviewed,source_url,accessed_at,scope
cnha-cfdi-0d8df8dac0a80333036ec3369ee915af,兰陵县人民医院,药临床机构备字2020000862,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0d8fe814c0a8033364c56253e6a6cc5a,西安市红会医院,药临床机构备字2020000781,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,"[{""hospital_id"": ""cnha-cfdi-0d8fe814c0a8033364c56253e6a6cc5a"", ""official_name"": ""西安市红会医院"", ""candidate_alias"": ""Xi'an Honghui Hospital"", ""source_url"": ""https://ror.org/015bnwc11"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-0d8fe814c0a8033364c56253e6a6cc5a"", ""official_name"": ""西安市红会医院"", ""candidate_alias"": ""Xi'an Red Cross Hospital"", ""source_url"": ""https://ror.org/015bnwc11"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0d970ab9c0a803337909888054531007,威尔斯亲王医院(香港),药临床机构备字2022000037,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0d9aacb2c0a803334f43b2d3ad402e54,天津市职业病防治院,药临床机构备字2020000417,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0d9c16cac0a8033308c292ab2c8d527c,杭州市妇产科医院,药临床机构备字2022000170,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0d9e9d19c0a803332f2e459fefe8ecda,大连理工大学附属肿瘤医院（辽宁省肿瘤医院、辽宁省肿瘤研究所）,药临床机构备字2020000130,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,2,"[{""hospital_id"": ""cnha-cfdi-0d9e9d19c0a803332f2e459fefe8ecda"", ""official_name"": ""大连理工大学附属肿瘤医院（辽宁省肿瘤医院、辽宁省肿瘤研究所）"", ""candidate_alias"": ""辽宁省肿瘤研究所"", ""source_url"": ""https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-0d9e9d19c0a803332f2e459fefe8ecda"", ""official_name"": ""大连理工大学附属肿瘤医院（辽宁省肿瘤医院、辽宁省肿瘤研究所）"", ""candidate_alias"": ""Cancer Hospital of Dalian University of Technology"", ""source_url"": ""https://ror.org/05d659s21"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-0d9e9d19c0a803332f2e459fefe8ecda"", ""official_name"": ""大连理工大学附属肿瘤医院（辽宁省肿瘤医院、辽宁省肿瘤研究所）"", ""candidate_alias"": ""Liaoning Cancer Hospital & Institute"", ""source_url"": ""https://ror.org/05d659s21"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0da03f64c0a8033358fdd9d6ae15ef85,中国人民解放军联勤保障部队第九二六医院,药临床机构备字2025000007,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=17&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0da39878c0a80333131c020bc34d274e,上海市中西医结合医院,药临床机构备字2020000302,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0db5a9dbc0a8033328f6ebfd0619b7fa,抚州市第一人民医院,药临床机构备字2022000126,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0db8a76bc0a8033343b0ed0176df3d0f,河南省胸科医院,药临床机构备字2020000223,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,"[{""hospital_id"": ""cnha-cfdi-0db8a76bc0a8033343b0ed0176df3d0f"", ""official_name"": ""河南省胸科医院"", ""candidate_alias"": ""Henan Provincial Chest Hospital"", ""source_url"": ""https://ror.org/04d3sf574"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0db8c151c0a803333837d21b7fdce2c4,兰州市第二人民医院,药临床机构备字2023000130,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,"[{""hospital_id"": ""cnha-cfdi-0db8c151c0a803333837d21b7fdce2c4"", ""official_name"": ""兰州市第二人民医院"", ""candidate_alias"": ""No. 2 People's Hospital of Lanzhou"", ""source_url"": ""https://ror.org/01fxcka27"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-0db8c151c0a803333837d21b7fdce2c4"", ""official_name"": ""兰州市第二人民医院"", ""candidate_alias"": ""Second People's Hospital of Lanzhou"", ""source_url"": ""https://ror.org/01fxcka27"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-0db8c151c0a803333837d21b7fdce2c4"", ""official_name"": ""兰州市第二人民医院"", ""candidate_alias"": ""The No. 2 People's Hospital of Lanzhou"", ""source_url"": ""https://ror.org/01fxcka27"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dca8c2fc0a803334e61b89d75b7706c,福州市第二总医院,药临床机构备字2025000099,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dcccc5bc0a80333634bdef6b17f43b1,曹县人民医院,药临床机构备字2023000219,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dcd9acfc0a8033361ae85cfd69bd748,绵阳市第三人民医院,药临床机构备字2020000098,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dd019c6c0a8033311ec31fc813bcaba,上海市第十人民医院,药临床机构备字2020000160,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dd597e5c0a803331a246ea40e5a4354,大连市皮肤病医院,药临床机构备字2023000178,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,"[{""hospital_id"": ""cnha-cfdi-0dd597e5c0a803331a246ea40e5a4354"", ""official_name"": ""大连市皮肤病医院"", ""candidate_alias"": ""Dalian Dermatosis Hospital"", ""source_url"": ""https://ror.org/01ta56j94"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dd99758c0a803336c1568ab21f40194,太原西山医院,药临床机构备字2025000189,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0ddef7eec0a803336db1ac688b5e3220,承德市中心医院,药临床机构备字2022000146,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0de89f74c0a8033361d979f3ec99a2b6,邵阳市中心医院,药临床机构备字2020000867,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dec0299c0a803333c9b3c629c4cf6fb,平度市人民医院,药临床机构备字2025000193,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dedd15dc0a8033348038d01c0319a8e,广汉市人民医院,药临床机构备字2023000061,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0df75244c0a803335bc7ca93ead01fad,上海市奉贤区中心医院,药临床机构备字2020000528,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=6&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0dffe87ac0a803334befbfe5e73dab85,深圳精诚医疗集团如皋医院,药临床机构备字2023000114,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e02b73ec0a803336191c56a842a5089,中国人民解放军空军第九八六医院,药临床机构备字2025000140,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e2aea94c0a8033354d04a2786ba20b8,枣庄市精神卫生中心,药临床机构备字2025000117,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e2b81d3c0a80333206b457faff3f06b,漯河市立医院(漯河市骨科医院、漯河医学高等专科学校第二附属医院),药临床机构备字2020000363,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,3,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e2dfdb6c0a80333060069a394285275,陕西省肿瘤医院,药临床机构备字2020000507,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=6&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e2f5d62c0a8033361e5d9236ffca924,广元市精神卫生中心,药临床机构备字2020000735,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e380f7cc0a803334b87575efc0cddc9,益阳市中心医院,药临床机构备字2020000495,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=6&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e4a6687c0a803333186d8effee283f2,青岛市公共卫生临床中心（山东省公共卫生临床中心青岛分中心、青岛市第六人民医院、青岛市传染病医院、青岛肝病研究所）,药临床机构备字2024000109,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e4cb3eac0a8033374f36d00b996383b,台州市中心医院（台州学院附属医院）,药临床机构备字2020000941,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,2,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e6172c2c0a80333324c924dd53c9a69,陕西省核工业二一五医院,药临床机构备字2023000194,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e65b6a4c0a8033310bba919c7ef36b3,桂林医科大学第二附属医院,药临床机构备字2020000913,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e67454cc0a803331ee5e7a2e24a0cce,西安市长安区医院,药临床机构备字2025000263,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e7a5cadc0a8033339b012e1d777f328,北京京煤集团总医院,药临床机构备字2020000871,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e8382e3c0a803332db7d0861ab71e35,北京中医药大学第三附属医院,药临床机构备字2020000875,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e9b407cc0a803330a9fee40b578e848,云南省保山市第二人民医院（保山市第二人民医院）,药临床机构备字2023000188,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,2,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0e9edb94c0a8033322217b6117bae902,温州医科大学附属眼视光医院,药临床机构备字2020000406,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,"[{""hospital_id"": ""cnha-cfdi-0e9edb94c0a8033322217b6117bae902"", ""official_name"": ""温州医科大学附属眼视光医院"", ""candidate_alias"": ""Affiliated Eye Hospital of Wenzhou Medical College"", ""source_url"": ""https://ror.org/000sxmx78"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-0e9edb94c0a8033322217b6117bae902"", ""official_name"": ""温州医科大学附属眼视光医院"", ""candidate_alias"": ""Zhejiang Eye Hospital"", ""source_url"": ""https://ror.org/000sxmx78"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0ea03125c0a8033366d43a5783f3590a,天津市泰达医院,药临床机构备字2025000242,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0eb0e9e1c0a80333643b675fb676c411,南方医科大学第五附属医院,药临床机构备字2022000097,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0eb2c497c0a80333678fd52655b5932e,郑州市妇幼保健院（郑州市妇幼保健计划生育服务中心）,药临床机构备字2025000191,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,1,"[{""hospital_id"": ""cnha-cfdi-0eb2c497c0a80333678fd52655b5932e"", ""official_name"": ""郑州市妇幼保健院（郑州市妇幼保健计划生育服务中心）"", ""candidate_alias"": ""郑州市妇幼保健计划生育服务中心"", ""source_url"": ""https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0eb581dec0a80333092f49dd1bd60215,河南省肿瘤医院,药临床机构备字2020000172,filed,confirmed_against_filing_snapshot,Henan Cancer Hospital,source_reviewed,1,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0ec8de8dc0a80333429f19df7526edd6,北京王府中西医结合医院,药临床机构备字2021000187,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0ed64e94c0a803331dbaf0442f822c33,濮阳市第二人民医院（濮阳市眼科医院）,药临床机构备字2025000080,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,2,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0ee52caec0a803330b398091b148a866,树兰（衢州）医院,药临床机构备字2024000101,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0ef0bfa6c0a803332587b073f70d0e7a,运城市妇幼保健院,药临床机构备字2025000142,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0f18daf1c0a8033355e743036f3b3cc4,六盘水市人民医院,药临床机构备字2026000003,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0f1a0c3fc0a803334375c804912644c3,丽水市人民医院,药临床机构备字2020000881,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0f27c805c0a803332ce19ba6a765712a,济宁市第一人民医院,药临床机构备字2020000931,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,"[{""hospital_id"": ""cnha-cfdi-0f27c805c0a803332ce19ba6a765712a"", ""official_name"": ""济宁市第一人民医院"", ""candidate_alias"": ""Jining First People's Hospital"", ""source_url"": ""https://ror.org/04gs6v336"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-0f27c805c0a803332ce19ba6a765712a"", ""official_name"": ""济宁市第一人民医院"", ""candidate_alias"": ""Third Branch of Shandong Provincial Hospital"", ""source_url"": ""https://ror.org/04gs6v336"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-0f27c805c0a803332ce19ba6a765712a"", ""official_name"": ""济宁市第一人民医院"", ""candidate_alias"": ""United Church of Christ Barco Gate Hospital"", ""source_url"": ""https://ror.org/04gs6v336"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0f56a407c0a803331a40bc38fad8843c,泽州县人民医院,药临床机构备字2023000174,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0f8bc51bc0a8033318e741ce8ccc0671,南方医科大学口腔医院（广东省口腔医院）,药临床机构备字2025000009,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,2,"[{""hospital_id"": ""cnha-cfdi-0f8bc51bc0a8033318e741ce8ccc0671"", ""official_name"": ""南方医科大学口腔医院（广东省口腔医院）"", ""candidate_alias"": ""Guangdong Province Stomatological Hospital"", ""source_url"": ""https://ror.org/008p85724"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=17&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-0f96ca2bc0a80333003c85b5667dfb42,长沙市第四医院(长沙市中西医结合医院）,药临床机构备字2020000650,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,2,"[{""hospital_id"": ""cnha-cfdi-0f96ca2bc0a80333003c85b5667dfb42"", ""official_name"": ""长沙市第四医院(长沙市中西医结合医院）"", ""candidate_alias"": ""Fourth Hospital of Changsha"", ""source_url"": ""https://ror.org/01wkath48"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=7&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-10d2b0c6c0a8033354a39b2b56632abb,太和县中医院,药临床机构备字2024000027,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-10d410a1c0a803332c838345f00ddc18,安徽中科庚玖医院,药临床机构备字2026000049,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=20&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-10d9a559c0a803330680fada08303780,太和县人民医院,药临床机构备字2022000048,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-10e05c79c0a803334c86929a875ef5c4,复旦大学附属中山医院青浦分院,药临床机构备字2020000624,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=7&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-10f45d32c0a803331bd14d4cc712d232,马鞍山市人民医院,药临床机构备字2020000929,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,[],False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
cnha-cfdi-111a51ebc0a8033351ddc3e578d4d069,株洲市中心医院,药临床机构备字2020000361,filed,confirmed_against_filing_snapshot,,deferred_not_required_for_identity,0,"[{""hospital_id"": ""cnha-cfdi-111a51ebc0a8033351ddc3e578d4d069"", ""official_name"": ""株洲市中心医院"", ""candidate_alias"": ""Zhuzhou Central Hospital"", ""source_url"": ""https://ror.org/03prq2784"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}, {""hospital_id"": ""cnha-cfdi-111a51ebc0a8033351ddc3e578d4d069"", ""official_name"": ""株洲市中心医院"", ""candidate_alias"": ""Zhuzhou City First Hospital"", ""source_url"": ""https://ror.org/03prq2784"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",False,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,"Snapshot identity only; not all aliases, trial participation or current eligibility"
